59,926,1167,1360,1512,1643,1748,1849,1941,2018,2089,2164,2224,2282,2339,2383,2432,2481,2520,2560,2607,2637,2680,2708,2739,2774,2808,2833,2862,2888,2916,2946,2965,2997,3014,3042,3062,3083,3104,3123,3143,3164,3186,3207,3220,3240,3255,3278,3291,3306,3325,3338,3356,3371,3387,3406,3415,3435,3442,3461,3478,3486,3500,3513,3525,3536,3547,3565,3579,3590,3598,3608,3620,3630,3648,3653,3668,3677,3686,3696,3709,3721,3729,3742,3752,3762,3766,3776,3791,3797,3806,3812,3822,3832,3846,3847,3860,3864,3878,3883,3896,3898,3906,3918,3922,3929,3943,3950,3952,3967,3973,3974
0,4,623,980,1237,1439,1601,1739,1852,1959,2056,2141,2214,2289,2353,2418,2472,2523,2581,2625,2668,2718,2759,2798,2832,2870,2909,2935,2974,2999,3030,3064,3092,3117,3144,3173,3195,3221,3244,3262,3288,3309,3335,3355,3377,3397,3417,3435,3454,3470,3486,3509,3520,3540,3558,3573,3591,3604,3618,3631,3651,3667,3676,3695,3711,3717,3737,3750,3764,3777,3785,3798,3813,3825,3836,3849,3859,3873,3884,3895,3907,3914,3926,3940,3952,3958,3971,3985,3989,4000,4015,4021,4034,4039,4046,4055,4065,4080,4089,4092,4107,4110,4119,4128,4144,4151,4160,4164,4177,4180,4188,4197
0,0,6,616,965,1222,1411,1576,1706,1830,1927,2018,2108,2179,2251,2314,2380,2438,2487,2540,2586,2629,2670,2716,2749,2787,2823,2856,2896,2929,2952,2983,3013,3041,3069,3094,3122,3143,3166,3192,3212,3241,3261,3284,3301,3319,3342,3361,3375,3400,3417,3429,3453,3471,3484,3503,3514,3529,3549,3567,3576,3595,3611,3626,3639,3647,3663,3680,3686,3706,3714,3728,3742,3755,3761,3773,3788,3796,3811,3822,3834,3844,3853,3869,3874,3889,3896,3904,3918,3928,3934,3946,3955,3965,3976,3983,3991,4003,4017,4026,4029,4042,4049,4060,4070,4074,4086,4095,4098,4106,4112,4122
0,0,1268,827,569,387,249,133,35,43,122,182,247,304,351,395,436,486,525,551,588,622,650,681,710,735,760,783,811,834,854,874,895,914,937,958,971,993,1006,1021,1048,1058,1070,1090,1110,1115,1128,1141,1155,1173,1191,1196,1208,1231,1238,1247,1264,1272,1288,1295,1300,1321,1323,1330,1339,1352,1364,1376,1383,1389,1407,1418,1421,1436,1444,1448,1456,1469,1469,1485,1490,1499,1505,1513,1515,1533,1533,1542,1555,1561,1566,1575,1577,1590,1593,1599,1607,1616,1623,1622,1626,1637,1645,1644,1657,1668,1671,1671,1677,1685,1697,1693
0,0,7,741,1165,1468,1700,1900,2056,2203,2325,2432,2539,2629,2708,2791,2866,2932,2994,3054,3113,3162,3215,3268,3311,3358,3406,3445,3488,3519,3559,3591,3630,3661,3699,3723,3753,3782,3816,3848,3872,3895,3923,3951,3972,4004,4021,4047,4063,4087,4115,4130,4155,4178,4197,4217,4230,4256,4270,4294,4311,4325,4347,4365,4381,4391,4409,4423,4444,4455,4478,4485,4502,4520,4529,4546,4560,4572,4593,4599,4621,4625,4643,4657,4672,4680,4698,4705,4723,4727,4740,4756,4770,4781,4786,4796,4816,4826,4834,4846,4860,4863,4881,4884,4894,4911,4914,4923,4941,4950,4956,4966
0,0,0,9,738,1177,1480,1718,1908,2073,2218,2341,2455,2559,2653,2733,2811,2884,2958,3023,3084,3133,3188,3242,3295,3336,3391,3432,3475,3515,3550,3588,3622,3656,3695,3722,3759,3788,3822,3843,3872,3899,3933,3951,3986,4009,4035,4053,4073,4105,4125,4146,4171,4185,4205,4231,4250,4272,4287,4307,4324,4347,4356,4377,4397,4416,4433,4443,4462,4476,4496,4510,4520,4541,4560,4571,4585,4595,4608,4625,4640,4655,4670,4683,4697,4706,4719,4734,4742,4751,4769,4783,4796,4807,4811,4829,4835,4846,4861,4868,4885,4898,4899,4911,4929,4939,4941,4957,4968,4971,4984,4996
0,0,0,0,0,1208,797,546,378,239,132,34,39,116,182,230,290,334,380,418,461,496,534,558,597,619,655,674,701,727,749,777,791,819,843,852,879,901,910,931,948,968,985,996,1007,1021,1045,1054,1063,1086,1095,1111,1125,1133,1140,1157,1171,1181,1191,1196,1209,1220,1229,1245,1256,1261,1272,1280,1288,1308,1314,1323,1333,1342,1351,1355,1364,1374,1375,1385,1395,1407,1412,1416,1426,1434,1439,1451,1461,1461,1467,1478,1488,1495,1494,1506,1517,1522,1522,1528,1532,1548,1545,1561,1563,1568,1574,1578,1584,1587,1592,1603
0,0,0,0,0,0,0,0,0,928,613,419,291,188,105,28,32,83,133,177,219,256,291,322,355,385,407,436,453,474,501,516,535,559,572,595,614,627,645,659,668,690,699,710,727,739,749,764,777,789,802,808,817,835,843,854,863,870,880,885,899,904,919,923,928,937,950,954,959,970,975,988,991,997,1008,1011,1019,1027,1036,1046,1051,1054,1057,1071,1077,1077,1087,1089,1099,1098,1112,1110,1118,1127,1130,1133,1139,1144,1147,1157,1160,1169,1173,1176,1181,1181,1186,1199,1196,1201,1210,1210
0,0,0,0,0,0,0,0,0,0,1153,760,530,361,230,120,39,38,102,172,221,271,321,359,396,445,473,509,536,565,591,623,645,670,699,718,742,762,780,797,822,841,852,875,889,901,922,933,951,971,981,993,1005,1022,1032,1044,1063,1075,1088,1096,1111,1116,1127,1135,1150,1160,1170,1186,1190,1204,1210,1221,1225,1243,1243,1255,1259,1272,1281,1289,1297,1301,1312,1317,1332,1339,1349,1349,1355,1367,1369,1383,1381,1391,1395,1407,1408,1415,1432,1432,1435,1445,1448,1455,1464,1466,1474,1480,1488,1493,1496,1509
0,0,0,0,0,0,0,0,0,0,0,0,0,7,871,1384,1737,2017,2246,2445,2603,2750,2888,3003,3114,3219,3302,3398,3477,3547,3621,3693,3749,3817,3873,3933,3986,4034,4080,4129,4171,4222,4262,4303,4346,4377,4416,4455,4483,4521,4550,4591,4622,4648,4684,4716,4742,4763,4797,4824,4842,4871,4901,4922,4947,4971,4996,5023,5044,5060,5086,5105,5128,5147,5171,5185,5208,5231,5240,5270,5286,5297,5318,5336,5357,5373,5395,5407,5424,5438,5453,5471,5490,5507,5518,5527,5551,5568,5579,5597,5610,5615,5639,5654,5661,5671,5684,5707,5708,5734,5744,5749
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1003,1587,1996,2312,2583,2806,2986,3158,3314,3447,3568,3682,3789,3889,3987,4069,4150,4239,4307,4378,4441,4504,4574,4631,4680,4742,4785,4836,4889,4936,4981,5024,5064,5112,5156,5186,5220,5268,5304,5335,5368,5405,5442,5470,5495,5538,5566,5595,5624,5647,5677,5705,5729,5753,5779,5814,5835,5856,5885,5905,5927,5947,5982,5999,6022,6038,6062,6079,6103,6120,6141,6158,6188,6198,6224,6246,6258,6278,6293,6319,6332,6347,6369,6380,6397,6421,6439,6442,6470,6482,6492,6516,6521,6541,6557,6572
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,629,993,1255,1456,1621,1758,1883,1986,2085,2165,2250,2319,2390,2452,2509,2559,2616,2659,2705,2755,2799,2836,2875,2914,2941,2977,3008,3042,3079,3104,3134,3158,3187,3215,3241,3262,3287,3314,3334,3359,3378,3395,3418,3443,3457,3478,3498,3521,3536,3558,3573,3587,3609,3623,3636,3654,3673,3684,3703,3713,3726,3742,3758,3768,3786,3803,3810,3830,3842,3851,3861,3878,3891,3903,3913,3928,3935,3953,3958,3972,3980,3989,4003,4011,4021,4037,4046,4053,4063,4072,4088,4094,4104,4118,4125,4132
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1141,1802,2267,2636,2930,3173,3398,3597,3768,3910,4057,4193,4306,4415,4536,4621,4714,4803,4897,4976,5040,5118,5190,5254,5320,5382,5447,5496,5550,5607,5649,5707,5755,5800,5856,5887,5935,5981,6018,6054,6106,6140,6182,6216,6243,6277,6320,6350,6381,6424,6456,6487,6517,6544,6576,6594,6624,6655,6683,6705,6739,6764,6784,6816,6838,6866,6888,6912,6936,6955,6977,6999,7022,7041,7068,7087,7112,7132,7152,7176,7184,7216,7235,7248,7263,7288,7302,7319,7346,7366,7375,7391,7408,7426
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,595,933,1178,1372,1528,1656,1765,1869,1957,2038,2116,2182,2245,2305,2355,2410,2460,2501,2546,2588,2623,2661,2702,2736,2772,2800,2833,2865,2894,2917,2945,2975,2998,3021,3043,3071,3093,3115,3132,3156,3177,3198,3214,3232,3255,3274,3285,3310,3323,3342,3359,3374,3391,3403,3421,3434,3453,3466,3477,3488,3505,3520,3531,3544,3563,3575,3581,3595,3607,3625,3631,3644,3656,3668,3679,3687,3699,3708,3722,3736,3741,3755,3762,3775,3786,3793,3806,3810,3822,3831,3843,3852,3860
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,579,914,1156,1346,1496,1622,1733,1834,1924,1996,2070,2136,2200,2262,2308,2365,2411,2456,2494,2536,2573,2613,2652,2680,2718,2749,2781,2808,2834,2859,2891,2913,2935,2963,2988,3010,3033,3051,3078,3092,3111,3137,3158,3174,3190,3210,3226,3245,3263,3279,3294,3312,3321,3341,3357,3372,3381,3400,3414,3424,3439,3452,3468,3475,3487,3503,3519,3524,3539,3553,3562,3573,3590,3601,3610,3620,3633,3638,3655,3665,3668,3685,3689,3704,3711,3721,3727,3737,3746,3757,3764,3773,3782
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,592,941,1182,1379,1529,1659,1777,1879,1963,2044,2127,2186,2256,2313,2369,2418,2466,2517,2556,2599,2638,2679,2717,2750,2779,2815,2842,2876,2906,2935,2956,2988,3014,3035,3058,3081,3108,3124,3148,3167,3189,3209,3229,3246,3267,3285,3300,3321,3335,3356,3369,3386,3400,3416,3437,3451,3465,3483,3490,3505,3526,3534,3548,3565,3572,3589,3601,3611,3628,3637,3649,3663,3672,3686,3694,3707,3719,3730,3737,3749,3761,3773,3783,3791,3800,3810,3823,3830,3841,3848,3856,3865,3877
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,587,927,1170,1357,1512,1640,1754,1855,1944,2021,2096,2163,2222,2285,2339,2392,2440,2478,2524,2563,2605,2645,2674,2715,2747,2777,2809,2835,2865,2893,2923,2950,2971,2998,3020,3043,3064,3087,3111,3127,3150,3165,3192,3210,3226,3248,3262,3275,3295,3314,3332,3343,3364,3378,3388,3402,3421,3437,3453,3465,3477,3492,3504,3515,3531,3546,3558,3570,3578,3594,3603,3611,3625,3635,3646,3662,3666,3681,3691,3702,3715,3723,3731,3743,3753,3760,3771,3784,3791,3801,3806,3819,3825
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,586,409,280,175,98,32,32,87,133,175,214,247,277,307,340,369,394,417,439,461,476,499,516,535,553,567,586,599,616,631,650,661,670,686,701,707,721,736,745,758,769,779,785,795,811,817,828,833,847,858,865,868,881,886,895,906,907,916,924,931,940,944,957,961,973,972,981,984,996,999,1006,1010,1021,1023,1034,1038,1041,1049,1054,1058,1068,1073,1079,1084,1086,1087,1096,1097,1105,1111,1114,1121,1123
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,610,423,286,182,98,29,37,88,138,178,218,254,296,328,350,378,410,431,457,478,501,524,544,559,578,596,613,629,645,661,680,687,707,717,734,739,755,771,778,791,803,816,827,834,845,850,861,871,885,887,899,907,921,922,930,945,954,962,965,970,977,992,1000,1006,1013,1016,1023,1033,1037,1044,1050,1057,1062,1066,1074,1080,1091,1090,1098,1106,1110,1113,1123,1125,1138,1141,1142,1147,1150,1162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,574,912,1142,1326,1480,1607,1715,1811,1901,1981,2050,2120,2176,2236,2286,2336,2383,2431,2472,2510,2548,2590,2624,2653,2686,2723,2750,2776,2805,2834,2860,2888,2905,2930,2953,2976,3004,3023,3039,3062,3086,3099,3118,3138,3157,3179,3196,3206,3226,3244,3262,3275,3291,3301,3320,3337,3353,3361,3378,3395,3407,3419,3433,3443,3457,3465,3482,3495,3500,3517,3530,3541,3547,3563,3569,3582,3596,3600,3611,3627,3637,3641,3658,3667,3676,3680,3689,3700,3710
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,572,395,269,175,95,29,31,80,127,169,209,238,273,309,330,363,387,410,430,450,474,495,507,527,544,559,574,592,606,627,639,646,664,677,688,699,713,725,732,745,758,769,773,789,792,802,817,819,827,837,851,858,869,876,881,887,892,900,913,916,925,932,942,946,951,956,964,970,976,983,990,1000,1000,1012,1016,1020,1025,1032,1036,1040,1047,1052,1056,1061,1066,1075,1080
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,855,1350,1695,1961,2184,2376,2534,2683,2817,2930,3032,3126,3220,3302,3379,3456,3529,3588,3652,3711,3771,3825,3881,3927,3979,4021,4066,4112,4147,4195,4224,4267,4301,4332,4373,4411,4443,4464,4500,4531,4556,4591,4619,4648,4667,4691,4727,4741,4769,4800,4819,4845,4866,4891,4904,4935,4956,4979,4992,5010,5028,5052,5072,5097,5112,5132,5140,5161,5176,5193,5211,5236,5253,5261,5277,5303,5310,5323,5349,5362,5370,5383,5410,5417,5428,5448,5458
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,869,1377,1728,2015,2241,2431,2589,2736,2867,2996,3099,3194,3297,3372,3453,3536,3598,3676,3740,3797,3858,3907,3958,4010,4058,4107,4155,4198,4241,4275,4315,4363,4393,4433,4467,4504,4529,4571,4597,4634,4660,4681,4717,4742,4772,4804,4830,4847,4870,4904,4924,4948,4965,4990,5010,5038,5057,5087,5103,5126,5137,5162,5185,5202,5218,5237,5255,5279,5297,5308,5335,5350,5361,5376,5393,5409,5424,5439,5456,5477,5485,5507,5526,5536,5552,5565
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,565,392,268,169,92,31,28,84,128,170,203,241,267,300,326,348,378,403,423,447,464,485,501,521,533,552,562,581,595,613,624,635,653,663,678,681,694,704,722,729,739,752,757,771,776,788,794,806,813,826,834,841,846,857,864,870,881,886,891,898,909,916,924,924,936,940,943,949,955,961,971,975,982,992,995,999,1004,1011,1013,1023,1022,1035,1038,1039,1046,1049
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,561,391,262,175,90,24,32,83,125,166,200,235,267,296,323,354,377,400,421,443,464,481,498,515,535,545,563,580,590,605,622,633,647,662,668,684,699,706,715,730,738,744,756,764,775,786,795,802,811,822,826,835,843,854,862,867,878,883,890,900,909,914,917,927,931,935,942,952,957,961,972,971,981,989,995,997,1001,1004,1013,1015,1025,1031,1034,1037,1044
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,626,993,1253,1454,1619,1757,1873,1982,2073,2159,2238,2315,2379,2442,2498,2553,2606,2650,2702,2741,2788,2820,2859,2897,2937,2966,3003,3036,3061,3091,3123,3145,3176,3203,3226,3247,3275,3296,3322,3348,3365,3391,3406,3428,3443,3470,3481,3501,3522,3543,3559,3577,3595,3611,3622,3643,3655,3673,3689,3704,3714,3731,3748,3760,3769,3789,3795,3812,3826,3840,3848,3861,3875,3885,3896,3912,3923,3936,3943,3957,3965,3975,3986,3995,4008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,534,372,257,162,92,25,31,78,117,155,193,226,258,283,310,336,360,380,403,423,438,459,474,494,506,521,543,551,567,583,595,609,616,630,640,656,661,673,683,698,704,718,728,732,743,750,756,772,777,781,793,803,808,811,824,826,839,841,854,855,866,872,873,880,892,899,899,908,910,922,927,928,937,941,945,954,955,961,971,976,974,979,991,994,995
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,599,419,279,187,101,29,34,86,137,174,214,256,287,321,346,373,405,424,451,468,494,513,530,555,568,581,599,614,630,646,660,672,693,703,718,730,742,753,766,775,789,797,809,822,827,841,844,855,865,871,883,893,897,906,917,926,930,943,948,957,961,974,978,985,994,998,1005,1010,1016,1021,1032,1033,1039,1048,1055,1064,1066,1075,1075,1089,1090,1098,1100,1107
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,841,1326,1660,1932,2154,2335,2499,2641,2762,2879,2980,3072,3159,3244,3328,3395,3465,3535,3594,3646,3700,3763,3809,3855,3899,3949,3992,4029,4079,4114,4147,4193,4219,4256,4298,4330,4363,4387,4425,4454,4473,4509,4536,4561,4586,4611,4642,4662,4690,4708,4732,4756,4784,4797,4817,4848,4869,4888,4907,4926,4942,4966,4981,5003,5020,5035,5052,5075,5095,5107,5123,5136,5158,5169,5184,5207,5215,5235,5251,5267,5284,5299,5312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,549,383,259,166,87,30,27,77,119,164,196,228,261,289,322,344,372,389,413,434,455,473,490,509,524,540,556,568,583,599,607,617,633,645,653,668,679,691,703,710,723,735,745,754,761,766,778,786,796,799,809,821,829,839,839,846,858,867,870,879,888,890,895,908,911,914,924,927,937,938,950,953,959,966,969,973,978,984,989,993,1003,1007,1012
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,571,402,274,176,92,28,31,84,127,167,205,241,273,302,333,359,382,409,428,452,472,489,514,526,548,561,581,593,612,626,637,647,661,678,688,702,713,726,731,741,756,764,773,782,799,801,811,823,832,839,847,855,865,871,882,886,900,901,910,915,928,933,943,947,951,960,970,969,977,981,994,998,1002,1009,1018,1020,1026,1034,1039,1040,1047,1056
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,541,375,261,168,87,28,31,81,124,159,193,229,261,288,314,338,366,382,408,425,449,465,479,497,513,528,540,560,574,584,596,612,623,634,647,658,672,684,695,699,707,721,731,743,752,761,766,775,780,788,799,804,816,825,827,836,844,851,858,866,869,880,886,895,895,907,907,913,922,927,930,941,945,952,956,962,968,973,979,978,986
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,552,380,259,166,92,27,32,79,126,165,196,233,261,288,316,342,370,390,414,431,454,467,491,508,522,536,548,565,583,594,604,619,636,644,661,671,680,689,702,711,717,734,739,753,757,764,773,789,795,805,810,815,828,837,845,845,853,863,871,880,881,888,900,904,912,914,925,932,932,940,944,950,957,961,971,972,981,982,987,996,997
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,537,375,252,161,89,23,32,79,117,161,192,230,260,290,310,337,358,380,403,425,443,459,480,492,507,526,545,560,572,587,598,607,620,635,643,658,670,675,687,695,704,721,724,733,748,756,762,769,780,786,792,805,810,815,822,835,842,849,850,856,865,875,876,884,895,897,902,910,916,920,929,934,937,942,954,959,957,964,971,977,978
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,571,394,271,170,99,29,34,85,128,168,205,243,276,300,329,358,383,401,425,445,471,484,508,528,540,554,576,592,600,620,632,641,662,669,683,696,707,714,724,741,751,761,767,776,789,795,805,820,826,833,845,850,858,868,877,880,888,897,905,908,922,928,931,940,943,948,954,962,970,978,983,988,992,996,1009,1014,1020,1023,1027,1034,1035
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,611,963,1212,1410,1571,1702,1823,1920,2012,2098,2180,2249,2312,2373,2429,2478,2533,2576,2625,2668,2706,2742,2779,2815,2852,2889,2912,2947,2974,3005,3031,3058,3086,3111,3134,3158,3179,3209,3230,3251,3271,3287,3310,3328,3349,3366,3384,3404,3423,3440,3453,3475,3488,3504,3525,3534,3554,3571,3585,3592,3611,3627,3641,3652,3662,3675,3687,3703,3719,3727,3739,3751,3768,3777,3789,3798,3810,3826,3831,3841,3856
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,591,933,1178,1367,1519,1650,1767,1862,1951,2037,2108,2176,2237,2301,2353,2407,2454,2501,2546,2587,2625,2664,2698,2734,2762,2794,2824,2855,2884,2913,2940,2966,2994,3014,3042,3064,3083,3103,3131,3147,3172,3186,3214,3226,3249,3264,3285,3302,3322,3333,3351,3367,3382,3400,3416,3431,3445,3459,3475,3485,3497,3512,3529,3538,3557,3570,3582,3589,3605,3615,3626,3642,3648,3660,3669,3683,3693,3708,3719,3723,3736
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,634,1002,1260,1470,1627,1771,1896,1997,2097,2178,2265,2329,2404,2465,2525,2573,2630,2674,2726,2764,2812,2848,2894,2922,2967,2999,3030,3062,3092,3120,3151,3181,3202,3231,3254,3286,3304,3334,3353,3373,3396,3422,3444,3462,3478,3504,3515,3536,3558,3576,3587,3607,3629,3646,3658,3675,3687,3706,3725,3740,3752,3768,3777,3798,3807,3823,3831,3851,3861,3876,3888,3899,3908,3922,3940,3946,3959,3969,3986,3990,4009
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,562,892,1126,1311,1456,1584,1691,1783,1872,1947,2017,2085,2143,2198,2247,2302,2343,2388,2433,2469,2511,2542,2574,2609,2642,2674,2702,2733,2755,2785,2814,2835,2861,2881,2907,2932,2948,2968,2990,3010,3031,3049,3066,3083,3104,3126,3137,3158,3174,3186,3208,3222,3234,3248,3268,3276,3290,3306,3324,3335,3347,3364,3375,3387,3394,3408,3419,3436,3443,3460,3465,3481,3489,3498,3511,3520,3536,3543,3550,3560,3575
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,630,997,1255,1456,1620,1765,1883,1989,2083,2168,2246,2320,2391,2451,2511,2562,2613,2662,2705,2752,2791,2837,2870,2914,2943,2977,3012,3042,3071,3101,3137,3160,3188,3216,3238,3266,3284,3307,3338,3354,3382,3397,3418,3439,3461,3478,3496,3514,3534,3556,3569,3592,3607,3623,3634,3653,3672,3686,3699,3714,3731,3748,3756,3770,3787,3795,3811,3822,3839,3854,3868,3877,3888,3904,3910,3927,3940,3950,3957,3973,3985
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,610,965,1215,1410,1570,1708,1820,1923,2014,2101,2181,2247,2309,2375,2430,2479,2530,2577,2627,2663,2708,2749,2782,2820,2853,2882,2915,2948,2976,3007,3038,3063,3089,3108,3135,3156,3179,3208,3232,3251,3273,3294,3311,3331,3349,3372,3390,3409,3420,3438,3461,3474,3487,3508,3525,3536,3557,3572,3581,3600,3614,3627,3640,3650,3669,3683,3690,3702,3720,3726,3744,3752,3766,3776,3788,3797,3814,3824,3833,3842
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,599,416,282,177,98,27,34,86,137,177,218,252,286,313,342,375,402,419,444,464,487,508,527,549,563,584,597,610,633,647,656,671,687,696,713,721,732,746,755,766,782,788,798,808,820,828,840,846,863,872,876,888,893,906,913,920,924,937,939,951,954,962,969,981,982,992,997,1008,1013,1020,1028,1027,1033,1041,1049,1057,1060,1068,1076
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,629,433,301,194,104,29,30,86,140,182,226,262,300,336,364,389,418,440,465,493,512,538,559,576,597,615,632,642,664,677,692,701,722,737,751,758,773,789,801,812,823,827,840,855,868,878,886,894,900,911,924,931,938,945,954,967,971,984,988,999,1004,1010,1019,1031,1033,1046,1048,1058,1059,1067,1074,1083,1092,1096,1098,1107,1116,1119,1125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,587,402,276,178,97,31,35,82,129,176,215,251,280,312,336,367,394,413,438,463,481,501,519,540,556,577,587,602,621,638,650,662,675,686,703,713,724,736,752,758,773,776,793,797,807,817,826,835,851,856,863,870,878,892,897,909,913,920,927,932,939,954,955,960,972,976,986,988,997,999,1013,1014,1022,1031,1037,1038,1042,1048
